id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken
175,58歳,Self Enquiry,1,16分,Salaried,MALE,1.0,1.0,Super Deluxe,3.0,6,0,1,AVP,461010.0,結婚済み/車所持/子供なし,0
176,31歳,Company Invited,3,16分,Small Business,ｍａｌｅ,1.0,3.0,Basic,3.0,2,0,1,Executive,245805.0,離婚済み	車所持	子供なし,0
177,32歳,Company Invited,2,15分,Small Business,male,1.0,3.0,Basic,3.0,3,0,2,Executive,256545.0,独身、車未所持、子供無し,1
178,60代,Self Enquiry,1,660秒,Small Business,Male,1.0,1.0,Super Deluxe,4.0,6,1,1,AVP,月収40.0万円,結婚済み、車あり、子供なし,0
179,33歳,Self Enquiry,2,1380秒,Small Business,Female,1.0,1.0,basic,3.0,2,1,1,Executive,260445.0,離婚済み、自動車未所有、子供なし,0
180,27歳,Company Invited,2,6分,Large Business,Male,1.0,3.0,standard,3.0,年に2回,1,2,Senior Manager,440280.0,独身	車未所持	子供無し,1
181,四十歳,Self Enquiry,2,12分,Salaried,Male,2.0,4.0,Super Deluxe,3.0,2,0,2,AVP,481905.0,独身、自動車所有、子供なし,0
182,25歳,Self Enquiry,2,16分,Small Business,Male,3.0,5.0,Basic,3.0,3,0,1,Executive,333030.0,"離婚済み、自動車未所有,子供なし",1
183,28歳,Company Invited,2,540秒,Small Business,Male,3.0,5.0,Basic,3.0,7,0,2,Executive,310575.0,独身、自動車未所有、子供なし,1
184,50代,Self Enquiry,1,18分,Large Business,Ｍａｌｅ,3.0,5.0,Basic,3.0,5,0,2,Executive,306420.0,独身	車保有	子供なし,1
185,27際,Self Enquiry,1,9分,Salaried,Male,3.0,5.0,Basic,4.0,2,1,1,Executive,270780.0,離婚済み 自動車所有 子供無し,1
186,22歳,Self Enquiry,2,14分,Salaried,Male,2.0,5.0,Basic,3.0,3,0,2,Executive,310245.0,"独身,自動車所有,非育児家庭",1
187,49歳,Company Invited,1,540秒,Salaried,Male,1.0,3.0,super deluxe,3.0,6,0,2,AVP,502545.0,独身、自動車未所有、子供無し,0
188,24歳,Self Enquiry,2,8分,Small Business,Male,2.0,4.0,Basic,3.0,1,0,3,Executive,261180.0,独身、車所持、子供無し,1
189,51歳,Self Enquiry,1,20分,Salaried,Male,2.0,4.0,BASIC,3.0,7,0,3,Executive,月収30.0万円,"離婚済み,自動車所有,子供なし",0
190,24歳,Self Enquiry,1,8分,Small Business,Male,2.0,3.0,BASIC,3.0,2,0,4,Executive,263715.0,結婚済み 車あり 子供無し,1
191,31歳,Company Invited,2,14分,Small Business,Male,2.0,3.0,Basic,4.0,年に2回,0,4,Executive,261225.0,離婚済み 車未所持 子供無し,1
192,,Self Enquiry,1,10分,Small Business,Male,2.0,3.0,Basic,4.0,6,0,4,Executive,,"結婚済み,自動車未所有,子供なし",0
193,３２歳,Self Enquiry,2,10分,Small Business,Female,2.0,3.0,Deluxe,3.0,1,0,4,Manager,262635.0,結婚済み 車所持　子供無し,0
194,60歳,Company Invited,1,540秒,Small Business,female,2.0,3.0,King,4.0,1,0,5,VP,456855.0,離婚済み、車所持、子供なし,0
195,46歳,Company Invited,2,24分,Small Business,Female,2.0,3.0,Basic,3.0,2,0,3,Executive,258810.0,離婚済み、車未所持、子供なし,0
196,39歳,Company Invited,2,9分,Small Business,female,2.0,3.0,Basic,4.0,2,0,4,Executive,268290.0,"独身,乗用車所持,子供なし",0
197,48歳,Self Enquiry,1,9分,Large Business,Male,2.0,3.0,King,4.0,年に6回,0,5,VP,474525.0,"離婚済み,自動車所有,子供なし",0
198,五十四歳,Self Enquiry,2,14分,Small Business,Male,2.0,3.0,Standard,3.0,5,0,4,Senior Manager,月収44.0万円,離婚済み、車未所持、子供なし,0
199,,Company Invited,3,8分,Small Business,Female,2.0,3.0,Deluxe,3.0,6,0,4,Manager,262305.0,結婚済み／車なし／子供無し,0
200,47歳,Self Enquiry,2,11分,Small Business,ｆｅ　ｍａｌｅ,2.0,3.0,Standard,4.0,2,0,3,Senior Manager,月収40.0万円,"未婚,車未所持、子供なし",0
201,45歳,Self Enquiry,1,15分,Small Business,Female,2.0,4.0,Basic,3.0,4,0,3,E×ecutive,255885.0,離婚済み、自動車所有、子供なし,0
202,28歳,Self Enquiry,1,960秒,Large Business,female,2.0,4.0,Basic,4.0,2,0,3,Executive,260100.0,結婚済み、車未所持、子供無し,0
203,40歳,Self Enquiry,1,18分,Large Business,Female,2.0,4.0,basic,3.0,年に5回,0,3,Executive,267270.0,結婚済み、車未所持、子供なし,0
204,29際,Company Invited,3,480秒,Small Business,Fe Male,2.0,3.0,standard,3.0,1,0,4,Senior Manager,406605.0,未婚　自動車所有　子供ゼロ,0
205,59歳,Company Invited,1,10分,Small Business,Female,2.0,3.0,Standard,3.0,5,0,3,Senior Manager,月収45.0万円,結婚済み、自家用車あり、子供無し,0
206,三十四歳,Self Enquiry,1,8分,Large Business,Female,2.0,3.0,STANDARD,3.0,2,0,4,Senior Manager,274290.0,未婚、自動車未所有、子供なし,0
207,４７歳,Company Invited,1,780秒,Large Business,Female,2.0,3.0,STANDARD,4.0,2,0,5,Senior Manager,358770.0,結婚済み、自家用車あり、子供なし,0
208,,Company Invited,2,660秒,Small Business,Male,2.0,3.0,Basic,3.0,2,1,4,Executive,272220.0,結婚済み 車所持 子供なし,1
209,37際,Company Invited,2,24分,Small Business,FE MALE,2.0,3.0,Standard,3.0,2,1,4,Senior Manager,426015.0,未婚、車所持、子供なし,0
210,30代,Company Invited,1,17分,Large Business,Male,2.0,3.0,Basic,3.0,2,1,5,Executive,267405.0,結婚済み、車保有なし、子供なし,0
211,52歳,Self Enquiry,1,15分,Salaried,Male,2.0,3.0,STANDARD,4.0,3,0,3,Senior Manager,412440.0,結婚済み 車所持 子供なし,0
212,46歳,Self Enquiry,1,1500秒,Salaried,Female,2.0,3.0,Basic,3.0,1,0,4,Executive,月収27.0万円,離婚済み、車未所持、子供なし,0
213,二十四歳,Self Enquiry,2,14分,Salaried,MALE,2.0,3.0,Deluxe,3.0,3,0,4,Mαnage𝙧,259515.0,離婚済み、車所持、子供ゼロ,0
214,30代,Self Enquiry,2,780秒,Salaried,Male,2.0,3.0,Standard,3.0,2,0,3,Manager,265800.0,"離婚済み,自家用車あり,子供なし",0
215,四十七歳,Self Enquiry,2,1920秒,Salaried,male,2.0,3.0,Deluxe,3.0,年に5回,0,3,Manager,343440.0,離婚済み 車所持 無子,0
216,,Company Invited,3,8分,Salaried,Male,2.0,3.0,Deluxe,3.0,1,0,5,Manager,月収30.0万円,結婚済み 自動車所有 子供なし,0
217,58才,Self Enquiry,1,14分,Salaried,MALE,2.0,3.0,Standard,3.0,5,0,4,Senior Manager,364680.0,結婚済み 車未所持 子供なし,0
218,33歳,Self Enquiry,3,840秒,Salaried,male,2.0,3.0,Super De|uxe,3.0,2,0,4,AVP,413730.0,離婚済み/車所持／子供なし,0
219,31歳,Company Invited,2,9分,Salaried,Male,2.0,3.0,Basic,3.0,年に3回,0,4,Executive,397935.0,結婚済み、車未所持、子供無し,1
220,49歳,Self Enquiry,2,15分,Salaried,male,2.0,4.0,Basic,4.0,2,0,4,Executive,348930.0,"結婚済み,車所持,子供無し",0
221,50才,Company Invited,2,9分,Salaried,Male,2.0,3.0,BASIC,3.0,1,0,4,Executive,274260.0,結婚済み 自動車所有 子供無し,0
222,20代,Self Enquiry,3,13分,Salaried,FEMALE,2.0,3.0,Basic,3.0,2,1,4,Executive,254850.0,離婚済み	車所持	子供なし,0
223,26歳,Company Invited,2,14分,Salaried,FE MALE,2.0,3.0,basic,4.0,1,1,3,Executive,349590.0,未婚 車未所持 子供ゼロ,1
224,22歳,Company Invited,2,9分,Salaried,male,2.0,3.0,Basic,3.0,3,1,3,Executive,263400.0,結婚済み、車所持、子供なし,1
225,50代,Company Invited,2,10分,Salaried,Male,1.0,4.0,Super Deluxe,3.0,2,0,1,AVP,546660.0,結婚済み、自動車未所有、子供なし,0
226,59歳,Company Invited,2,10分,Salaried,Female,1.0,3.0,Super Deluxe,4.0,6,0,2,AVP,月収60.0万円,独身	自家用車あり	無子,0
227,39才,Company Invited,1,1020秒,Salaried,Female,1.0,3.0,Super Deluxe,3.0,2,0,2,AVP,539070.0,独身/車未所持/子供なし,0
228,40代,Self Enquiry,2,13分,Small Business,Male,2.0,4.0,standard,3.0,7,0,3,Senior Manager,月収36.0万円,結婚済み/車所持/子供なし,0
229,20代,Self Enquiry,1,10分,Small Business,Female,3.0,4.0,BASIC,4.0,2,0,5,Executive,月収30.0万円,離婚済み 自家用車あり 子供なし,0
230,57歳,Self Enquiry,2,480秒,Small Business,female,1.0,5.0,KING,4.0,年に4回,0,1,VP,538425.0,結婚済み、車所持、子供なし,0
231,39歳,Company Invited,2,9分,Salaried,Male,3.0,4.0,Basic,3.0,2,0,3,Manager,271605.0,離婚済み 車未所持　子供ゼロ,0
232,38歳,Self Enquiry,3,20分,Small Business,Male,2.0,4.0,Deluxe,3.0,2,0,4,Manager,月収34.0万円,離婚済み、自動車未所有、こども1人,0
233,36歳,Self Enquiry,3,15分,Small Business,Female,2.0,4.0,Deluxe,4.0,5,0,3,Manager,月収40.0万円,独身、自動車未所有、1児,0
234,24歳,Self Enquiry,3,27分,Salaried,Ｍａｌｅ,2.0,5.0,Deluxe,3.0,年に3回,0,4,Manager,334365.0,未婚　乗用車なし 子供1人,0
235,31歳,Self Enquiry,2,,Salaried,Male,2.0,4.0,Deluxe,4.0,年に2回,0,3,Manager,月収30.0万円,"離婚済み、車あり,こども1人",0
236,23才,Self Enquiry,2,13分,Small Business,Male,2.0,4.0,Deluxe,3.0,1,1,3,Manager,343260.0,未婚、自家用車なし、子供有り(1人),0
237,３３歳,Self Enquiry,1,14分,Small Business,Male,2.0,4.0,Standard,3.0,4,0,3,Senior Manager,414075.0,離婚済み、車所持、子供1人,0
238,32歳,Company Invited,1,9分,Small Business,Female,2.0,4.0,Basic,3.0,2,0,3,Executive,322530.0,離婚済み、車所持、1児,0
239,52歳,Self Enquiry,1,15分,Small Business,female,2.0,4.0,Deluxe,3.0,年に2回,0,3,Manager,366495.0,結婚済み、車所持、子供有り(1人),0
240,30歳,Company Invited,1,10分,Small Business,Male,2.0,4.0,basic,3.0,5,0,3,Executive,259425.0,結婚済み/車所持／子供1人,0
241,32歳,Company Invited,1,,Small Business,Female,2.0,4.0,Basic,3.0,3,0,4,Executiѵе,月収30.0万円,結婚済み 自動車所有 こども1人,0
242,４２歳,Company Invited,1,960秒,Salaried,Male,2.0,4.0,Standard,3.0,5,1,3,Senior Manager,428265.0,結婚済み 自動車所有 子供1人,0
243,45歳,Self Enquiry,1,420秒,Salaried,Male,2.0,4.0,super deluxe,4.0,6,0,1,AVP,月収56.0万円,独身、自家用車なし、わからない,0
244,40歳,Company Invited,2,900秒,Large Business,Male,2.0,4.0,standard,3.0,年に1回,0,2,Senior Manager,340095.0,結婚済み、車保有なし、こども1人,0
245,52歳,Self Enquiry,2,16分,Small Business,female,2.0,4.0,Deluxe,3.0,2,0,1,Manager,月収30.0万円,未婚、乗用車所持、子供1人,0
246,４５歳,Company Invited,3,960秒,Small Business,female,2.0,4.0,Standard,3.0,年に2回,0,1,Senior Manager,406695.0,離婚済み 車未所持 子供1人,0
247,56歳,Self Enquiry,2,660秒,Salaried,Male,2.0,4.0,Deluxe,3.0,1,0,1,Manager,350340.0,結婚済み　自家用車あり　子供1人,0
248,40代,Self Enquiry,1,14分,Small Business,Male,3.0,4.0,Standard,3.0,年に1回,0,2,Senior Manager,390375.0,離婚済み/自動車所有/子供無し,0
249,五十一歳,Company Invited,1,8分,Large Business,Female,2.0,4.0,Super Deluxe,3.0,3,0,2,Executive,393765.0,結婚済み、車なし、子供1人,0
250,47歳,Self Enquiry,1,13分,Small Business,Female,2.0,4.0,Deluxe,3.0,2,0,2,Manager,月収35.0万円,結婚済み、自家用車なし、こども1人,0
251,36歳,Self Enquiry,1,6分,Small Business,Male,2.0,4.0,Basic,4.0,1,0,2,Executive,月収27.0万円,結婚済み 自家用車あり 子供1人,0
252,29際,Self Enquiry,2,540秒,Salaried,male,3.0,4.0,Basic,3.0,年に1回,1,1,Executive,月収40.0万円,独身 自動車未所有 子供なし,1
253,40代,Self Enquiry,1,21分,Small Business,Ｆｅ　Ｍａｌｅ,2.0,4.0,Standard,3.0,年に2回,1,1,Senior Manager,418560.0,未婚 自家用車なし 子供1人,0
254,32歳,Company Invited,1,12分,Small Business,Female,2.0,4.0,Basic,3.0,4,1,2,Executive,259680.0,離婚済み、自家用車あり、子供1人,0
255,43歳,Company Invited,2,33分,Small Business,Male,2.0,5.0,Deluxe,3.0,8,0,3,Manager,454845.0,結婚済み／車未所持／子供1人,0
256,30代,Company Invited,2,540秒,Salaried,fe male,2.0,5.0,Deluxe,3.0,1,0,3,Manager,324465.0,未婚、車未所持、子供1人,0
257,38歳,Self Enquiry,2,25分,Salaried,male,2.0,5.0,Deluxe,4.0,年に8回,0,3,Manager,339690.0,未婚、車未所持、子供1人,0
258,43歳,Self Enquiry,2,10分,Salaried,ｍａｌｅ,2.0,500.0,Deluxe,3.0,7,0,3,Manager,月収30.0万円,離婚済み、車未所持、子供1人,0
259,47歳,Company Invited,2,,Salaried,ＦＥＭＡＬＥ,2.0,5.0,DELUXE,3.0,年に5回,1,4,Manager,319680.0,結婚済み、車未所持、子供1人,0
260,40歳,Self Enquiry,1,9分,Salaried,male,2.0,5.0,Deluxe,3.0,3,1,3,Manager,337515.0,結婚済み 車所持 子供1人,0
261,45歳,Self Enquiry,1,14分,Small Business,Male,2.0,3.0,KING,4.0,3,0,2,VP,月収32.0万円,結婚済み/自動車未所有/非育児家庭,0
262,40歳,Company Invited,1,1020秒,Salaried,male,2.0,3.0,Basic,3.0,4,0,2,Executive,月収30.0万円,離婚済み 車所持 子供無し,0
263,38才,Company Invited,1,13分,Small Business,Male,2.0,1.0,Basic,3.0,2,0,2,Executive,月収30.0万円,"離婚済み,車なし、無子",0
264,39歳,Company Invited,2,,Small Business,Male,2.0,2.0,DELUXE,3.0,1,0,2,Manager,293745.0,独身 車所持 子供ゼロ,0
265,40歳,Self Enquiry,3,10分,Salaried,MALE,2.0,2.0,Deluxe,3.0,3,0,1,Manager,331935.0,未婚 車未所持 子供無し,0
266,32歳,Company Invited,1,9分,Small Business,FEMALE,2.0,3.0,BASIC,3.0,年に1回,0,2,Executive,264420.0,"独身、車未所持,子供無し",1
267,30代,Self Enquiry,2,15分,Small Business,MALE,2.0,1.0,Basic,3.0,2,0,2,Executive,265020.0,独身/車所持/子供なし,1
268,51歳,Company Invited,2,8分,Salaried,Male,2.0,2.0,Standard,3.0,2,0,2,Ѕenior Manager,405225.0,未婚、乗用車なし、子供無し,0
269,３９歳,Self Enquiry,3,660秒,Small Business,Male,2.0,5.0,Deluxe,3.0,2,0,2,Manager,333015.0,未婚／車なし／子供有り(1人),0
270,35歳,Company Invited,1,660秒,Small Business,Female,2.0,5.0,Deluxe,3.0,2,0,2,Managеr,340275.0,未婚/自家用車なし/子供1人,0
271,,Self Enquiry,1,480秒,Small Business,Male,2.0,3.0,Basic,3.0,1,0,1,Executive,月収30.0万円,結婚済み、自動車所有、子供ゼロ,0
272,40代,Company Invited,2,8分,Salaried,Ｍａｌｅ,2.0,3.0,basic,3.0,1,0,2,Executive,月収27.0万円,独身 自動車所有　子供なし,0
273,51歳,Self Enquiry,2,540秒,Small Business,Male,2.0,3.0,King,3.0,1,0,1,VP,月収30.0万円,独身 車保有 子供無し,0
274,48歳,Company Invited,2,23分,Small Business,Fe Male,2.0,4.0,Deluxe,3.0,2,0,2,Manager,363255.0,未婚/乗用車所持/子供1人,0
275,52歳,Self Enquiry,3,10分,Small Business,Female,2.0,4.0,Basic,3.0,3,0,1,Executive,266460.0,独身/車未所持/こども1人,1
276,５４歳,Company Invited,2,15分,Small Business,Male,2.0,4.0,Deluxe,3.0,5,0,1,Manager,月収40.0万円,"離婚済み,車所持,こども1人",0
277,30歳,Self Enquiry,1,540秒,Large Business,Male,2.0,400.0,Basic,3.0,7,1,1,Еxecutivе,268770.0,離婚済み、車保有なし、無子,1
278,49歳,Self Enquiry,2,9分,Salaried,FEMALE,2.0,3.0,King,3.0,5,1,1,VP,285540.0,結婚済み、車未所持、子供無し,0
279,30代,Company Invited,2,16分,Salaried,Female,2.0,3.0,STANDARD,3.0,2,0,1,Senior Μanαger,463860.0,離婚済み	車所持	子供なし,0
280,55歳,Self Enquiry,1,16分,Small Business,male,2.0,4.0,Super Deluxe,3.0,3,0,2,AVP,340590.0,"離婚済み,車所持,子供有り 1人",0
281,40歳,Self Enquiry,1,15分,Small Business,Male,2.0,4.0,Basic,3.0,年に3回,0,2,Executive,262995.0,独身、自動車未所有、子供有り(1人),0
282,50代,Company Invited,1,960秒,Salaried,MALE,2.0,3.0,Super Deluxe,3.0,5,0,2,AVP,489660.0,結婚済み/車所持／子供なし,0
283,46歳,Company Invited,2,5分,Salaried,male,3.0,4.0,Standard,3.0,2,0,1,Senior Manager,404640.0,結婚済み 車未所持　こども2人,0
284,21才,Company Invited,2,9分,Small Business,Female,3.0,4.0,Basic,3.0,3,0,2,Executive,311865.0,独身/自動車未所有/子供2人,0
285,42歳,Self Enquiry,2,600秒,Small Business,male,3.0,4.0,king,4.0,,0,2,VP,495150.0,結婚済み	車所持	子供2人,0
286,30歳,Self Enquiry,2,15分,Salaried,Male,3.0,4.0,Super Deluxe,3.0,2,0,1,AVP,月収40.0万円,結婚済み/車所持/子供2人,0
287,40歳,Self Enquiry,2,480秒,Small Business,male,3.0,4.0,Standard,3.0,3,0,1,Senior Manager,342195.0,離婚済み／自動車未所有／子供2人,0
288,29才,Self Enquiry,2,10分,Salaried,Male,3.0,4.0,deluxe,3.0,3,0,2,Manager,347145.0,未婚	自家用車なし	こども2人,0
289,50代,Self Enquiry,3,32分,Salaried,Male,3.0,4.0,Super Deluxe,3.0,5,0,2,AVP,525795.0,離婚済み 自動車所有 子供2人,0
290,57歳,Company Invited,2,6分,Large Business,Female,3.0,4.0,Standard,3.0,5,0,2,Senior Manager,525735.0,離婚済み/自動車所有／こども2人,0
291,３８歳,Company Invited,2,14分,Salaried,FEMALE,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,375135.0,独身　車所持　こども2人,0
292,46歳,Self Enquiry,2,480秒,Small Business,Fe Male,3.0,4.0,Deluxe,3.0,2,0,2,Manager,357540.0,未婚、自動車未所有、こども2人,0
293,42歳,Self Enquiry,2,720秒,Small Business,MALE,3.0,4.0,STANDARD,4.0,,0,1,Senior Manager,484320.0,結婚済み 車所持 こども2人,1
294,41歳,Self Enquiry,2,780秒,Salaried,Male,3.0,4.0,King,3.0,2,0,1,Senior Manager,416505.0,結婚済み	車所持	子供2人,0
295,47才,Self Enquiry,2,360秒,Salaried,Male,3.0,4.0,super deluxe,3.0,,0,2,AVP,466890.0,"未婚,自動車所有,子供2人",0
296,26歳,Self Enquiry,2,13分,Small Business,FEMALE,3.0,4.0,Deluxe,3.0,年に3回,0,2,Manager,月収35.0万円,未婚、車未所持、こども2人,0
297,54歳,Self Enquiry,2,16分,Small Business,Male,3.0,4.0,Standard,4.0,年に5回,0,2,Senior Manager,384840.0,独身、車所持、子供有り(2人),0
298,30歳,Self Enquiry,2,14分,Salaried,Male,3.0,4.0,Standard,4.0,年に5回,0,2,Senior Manager,440220.0,結婚済み/車未所持/子供2人,0
299,４０代,Self Enquiry,2,31分,Small Business,male,3.0,4.0,Deluxe,3.0,2,0,1,Manager,月収31.0万円,離婚済み、車未所持、子供2人,0
300,30代,Company Invited,2,1320秒,Salaried,Male,3.0,4.0,Standard,3.0,3,0,2,Senior Manager,397965.0,未婚 自家用車なし 子供2人,1
301,35歳,Company Invited,3,8分,Small Business,male,3.0,4.0,Standard,3.0,2,0,1,Senior Manager,月収30.0万円,結婚済み 自家用車なし 子供2人,0
302,30代,Company Invited,2,14分,Small Business,Female,3.0,4.0,Standard,4.0,3,0,2,Senior Manager,355635.0,独身/車保有なし/こども2人,0
303,29歳,Company Invited,3,10分,Salaried,female,3.0,4.0,BASIC,3.0,3,1,2,Executive,311505.0,結婚済み 車未所持 こども2人,1
304,40歳,Self Enquiry,2,1740秒,Small Business,male,3.0,4.0,Standard,4.0,7,1,2,Senior Manager,388080.0,独身 車未所持 こども2人,1
305,42歳,Self Enquiry,1,15分,Salaried,Male,2.0,3.0,Basic,3.0,年に5回,0,2,Executive,259020.0,"独身、自動車未所有,子供無し",0
306,39歳,Self Enquiry,2,13分,Salaried,Male,2.0,3.0,King,3.0,年に3回,0,2,Senior Manager,442155.0,独身／車未所持／非育児家庭,0
307,28歳,Self Enquiry,1,16分,Salaried,Male,2.0,3.0,Basic,3.0,7,0,2,Еxecuｔive,265350.0,独身、車未所持、子供なし,1
308,24才,Company Invited,2,16分,Small Business,Male,2.0,3.0,Basic,3.0,年に2回,0,2,Executive,263880.0,独身/自動車未所有/子供なし,0
309,５１歳,Self Enquiry,1,14分,Large Business,Male,3.0,4.0,Super Deluxe,4.0,6,0,2,VP,月収53.0万円,離婚済み	車保有	子供2人,0
310,35歳,Self Enquiry,1,16分,Small Business,Female,3.0,4.0,Basic,3.0,2,0,1,Executive,315600.0,独身 乗用車なし 子供2人,0
311,53歳,Self Enquiry,1,1680秒,Salaried,Male,3.0,4.0,Deluxe,3.0,6,0,2,Manager,334470.0,結婚済み 乗用車なし 子供2人,0
312,25歳,Self Enquiry,1,840秒,Salaried,male,3.0,4.0,Basic,3.0,3,0,2,Executive,月収30.0万円,独身、車所持、こども2人,0
313,３９才,Company Invited,1,8分,Small Business,Female,3.0,4.0,Standard,4.0,3,0,1,Senior Manager,405705.0,未婚、自家用車あり、子供2人,0
314,30歳,Self Enquiry,1,22分,Salaried,male,3.0,4.0,Deluxe,3.0,7,0,2,Manager,309000.0,結婚済み、車保有なし、子供2人,0
315,39歳,Company Invited,1,9分,Salaried,MALE,3.0,4.0,Deluxe,3.0,3,0,2,Manager,317640.0,結婚済み、車未所持、子供2人,0
316,55歳,Self Enquiry,1,6分,Salaried,male,3.0,400.0,standard,3.0,2,0,2,Senior Manager,365370.0,結婚済み 車未所持 子供2人,0
317,37際,Company Invited,1,840秒,Small Business,Male,3.0,4.0,Basic,3.0,3,0,2,Executive,月収26.0万円,結婚済み、車保有なし、子供有り(2人),0
